,college_name,score_type,seat_type,branch,max,min,Max Rank,Min Rank
4744,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Computer Engineering,98.1024667,95.582729,5691,13250
4745,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,96.9513636,96.1988719,9144,11402
4746,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,MI-MH,Information Technology,96.9198881,96.2092924,9239,11371
4747,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Computer Engineering,99.0020337,95.1396321,2992,14580
4748,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,97.7872542,95.1396321,6637,14580
4749,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,95.9583037,95.7091432,12124,12871
4750,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Computer Engineering,96.4217829,95.3293762,10733,14010
4751,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,96.1197339,95.6018293,11639,13193
4752,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Information Technology,98.0767376,95.0419966,5768,14873
4753,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,97.1847006,95.1149971,8444,14654
4754,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.0632959,94.8692104,8809,15391
4755,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,96.0459726,95.445301,11861,13663
4756,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Information Technology,95.6029376,95.4571374,13190,13627
4757,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Computer Engineering,96.7270799,94.5114997,9817,16464
4758,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Information Technology,96.4217829,94.7959618,10733,15611
4759,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,96.3315796,94.6532277,11004,16039
4760,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,95.4607375,95.4571374,13616,13627
4761,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,96.2662876,95.0850751,11200,14743
4762,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Information Technology,96.6451245,94.6469248,10063,16058
4763,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Computer Engineering,95.8135747,95.1149971,12558,14654
4764,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,96.774658,94.0838243,9675,17747
4765,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.7504615,93.9461665,6747,18160
4766,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Computer Engineering,96.1795056,94.4333712,11460,16698
4767,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,97.1309732,93.9121803,8606,18262
4768,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Electrical Engineering,96.0291229,93.9573805,11911,18126
4769,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,95.9847681,94.6495249,12044,16050
4770,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Information Technology,95.2051835,94.29291,14383,17120
4771,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,MI,Computer Engineering,97.4790321,92.8198061,7561,21539
4772,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Electrical Engineering,95.6714547,93.9573805,12984,18126
4773,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,94.9838648,94.280976,15047,17156
4774,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,95.1404707,94.3362575,14577,16990
4775,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Information Technology,97.3134328,93.7701957,8058,18688
4776,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,95.1190305,93.8196123,14641,18540
4777,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Information Technology,94.9002217,94.0029697,15298,17990
4778,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,95.6090182,92.8130723,13171,21559
4779,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,SC,Computer Engineering,95.7632883,93.3189344,12709,20042
4780,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,94.9538024,93.6527455,15137,19040
4781,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Information Technology,94.8692104,94.0594995,15391,17820
4782,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,96.0722219,93.1221502,11782,20632
4783,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Computer Engineering,94.9082722,93.8196123,15274,18540
4784,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Computer Engineering,94.3125425,94.3125425,17061,17061
4785,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Computer Engineering,95.4607375,93.0830039,13616,20750
4786,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,95.2545256,92.9996682,14235,21000
4787,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Information Technology,94.4073178,93.4562615,16777,19630
4788,"Don Bosco Institute of Technology, Mumbai",MHT-CET,MI-MH,Information Technology,94.0029697,93.7141189,17990,18856
4789,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Information Technology,94.5114997,92.9348086,16464,21194
4790,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,95.2545256,92.7152945,14235,21853
4791,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Information Technology,94.8726477,93.1647267,15381,20504
4792,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,94.4723858,93.3189344,16581,20042
4793,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,SC,Computer Engineering,94.2233079,93.2859511,17329,20141
4794,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Computer Engineering,93.9682991,93.4712841,18094,19585
4795,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Computer Engineering,93.5731551,93.5731551,19279,19279
4796,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Information Technology,94.6495249,91.5409302,16050,25376
4797,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,94.29291,92.2448203,17120,23264
4798,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Computer Engineering,95.9847681,92.2346476,12044,23295
4799,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,MI-MH,Information Technology,93.6527455,93.3189344,19040,20042
4800,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,96.0282477,91.9143087,11914,24256
4801,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,98.3558398,90.8966299,4931,27309
4802,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Computer Engineering,97.3519362,91.8235378,7943,24528
4803,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,MI-MH,Electronics and Telecommunication Engg,94.6506656,92.553697,16047,22337
4804,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,93.6035862,92.6197648,19188,22139
4805,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Computer Engineering,93.7594912,92.1444652,18720,23565
4806,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,MI,Computer Engineering,97.9259472,88.9823699,6221,33052
4807,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Computer Engineering,94.9838648,92.0451859,15047,23863
4808,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Information Technology,93.9573805,92.2149174,18126,23354
4809,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,93.8196123,92.287017,18540,23138
4810,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Computer Engineering,94.3362575,90.92848,16990,27213
4811,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,95.95134,90.5879529,12145,28235
4812,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Computer Engineering,95.5557697,91.2502999,13331,26248
4813,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,96.3074531,91.0466821,11076,26859
4814,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,92.8198061,92.8198061,21539,21539
4815,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,96.1081543,91.0449886,11674,26864
4816,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,SC,Information Technology,93.3189344,92.2448203,20042,23264
4817,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,95.7915734,91.4874509,12624,25536
4818,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,93.1886737,92.1986824,20433,23403
4819,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,92.8626955,92.3456435,21410,22962
4820,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,97.8787583,91.1038771,6362,26687
4821,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,92.8198061,91.973466,21539,24078
4822,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,92.3456435,92.3456435,22962,22962
4823,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,93.6035862,91.5164369,19188,25449
4824,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Computer Engineering,93.1639296,91.5777998,20507,25265
4825,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,SC,Information Technology,92.8383769,91.2295664,21483,26310
4826,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,92.6252847,91.6809035,22123,24956
4827,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Information Technology,92.8198061,91.4761117,21539,25570
4828,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Computer Engineering,92.8198061,91.5164369,21539,25449
4829,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,93.7059922,90.1338268,18881,29597
4830,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Computer Engineering,92.6510305,91.1518646,22045,26543
4831,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Computer Engineering,92.0273348,91.4761117,23917,25570
4832,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,93.4206172,89.9588516,19737,30122
4833,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,92.9996682,90.6908949,21000,27926
4834,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Computer Engineering,91.6809035,91.6809035,24956,24956
4835,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Computer Engineering,91.6047864,91.6047864,25184,25184
4836,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Computer Engineering,92.6265538,90.524615,22119,28425
4837,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Computer Engineering,93.3030001,90.1338268,20090,29597
4838,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Information Technology,91.5164369,91.5164369,25449,25449
4839,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Information Technology,93.3513667,90.269681,19944,29190
4840,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,MI-MH,Information Technology,91.8555998,91.1115395,24432,26664
4841,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Information Technology,92.9996682,89.0325033,21000,32901
4842,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Information Technology,92.7152945,90.5279576,21853,28415
4843,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OPEN,Computer Engineering,95.7915734,89.0594645,12624,32820
4844,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,93.3030001,89.7480201,20090,30755
4845,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,92.8626955,89.5284491,21410,31413
4846,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Information Technology,91.1864731,91.1864731,26439,26439
4847,"Usha Mittal Institute of Technology SNDT  Women's University, Mumbai",MHT-CET,OPEN,Computer Engineering,95.1433309,88.3304859,14569,35007
4848,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Computer Engineering,94.0838243,88.9608831,17747,33116
4849,"A. P. Shah Institute of Technology, Thane",MHT-CET,OPEN,Computer Engineering,94.7959618,88.8543387,15611,33436
4850,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Information Technology,91.6180999,90.524615,25144,28425
4851,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,MI,Information Technology,93.6474925,89.3887863,19056,31832
4852,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Computer Engineering,93.5601746,89.7209567,19318,30836
4853,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Computer Engineering,90.9190268,90.9190268,27242,27242
4854,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Information Technology,90.8966299,90.8966299,27309,27309
4855,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Computer Engineering,91.1518646,90.5279576,26543,28415
4856,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,93.018966,89.4839384,20942,31547
4857,"A. P. Shah Institute of Technology, Thane",MHT-CET,OPEN,Computer Engineering,95.5165972,88.3304859,13449,35007
4858,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,ST,Computer Engineering,92.5464629,89.0594645,22359,32820
4859,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Information Technology,92.0273348,89.1304347,23917,32607
4860,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Computer Engineering,91.5409302,89.8715578,25376,30384
4861,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Information Technology,91.5777998,89.8095193,25265,30570
4862,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,MI,Computer Engineering,99.0283899,79.5309168,2913,61406
4863,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Computer Engineering,92.287017,88.664007,23138,34007
4864,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Information Technology,92.1986824,89.0325033,23403,32901
4865,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Information Technology,93.1330675,89.5056923,20599,31482
4866,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,95.1073753,88.2761636,14676,35170
4867,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Information Technology,90.5561883,89.8715578,28330,30384
4868,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Computer Engineering,91.2295664,88.9568225,26310,33128
4869,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Computer Engineering,90.9383249,88.9568225,27184,33128
4870,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Electrical Engineering,92.8629709,87.2542051,21410,38236
4871,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Computer Engineering,90.1338268,90.1338268,29597,29597
4872,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,91.6047864,89.082417,25184,32751
4873,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Information Technology,90.9190268,88.786703,27242,33639
4874,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Information Technology,92.8626955,88.0563059,21410,35830
4875,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Information Technology,89.8715578,89.8715578,30384,30384
4876,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Computer Engineering,89.8095193,89.8095193,30570,30570
4877,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Computer Engineering,92.2067826,88.024958,23378,35924
4878,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Computer Engineering,90.0256605,89.4839384,29922,31547
4879,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,94.3362575,88.2419713,16990,35273
4880,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.8529788,86.9162467,6440,39250
4881,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Computer Engineering,95.0512832,87.0728364,14845,38780
4882,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Computer Engineering,91.1115395,86.5103056,26664,40468
4883,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Information Technology,89.5427623,89.5427623,31370,31370
4884,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Information Technology,90.4382847,87.6520385,28684,37043
4885,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,89.4839384,89.4839384,31547,31547
4886,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.1042658,86.8703589,8686,39388
4887,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,89.407761,89.407761,31775,31775
4888,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Information Technology,89.8715578,88.9608831,30384,33116
4889,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Information Technology,90.1655867,88.2761636,29502,35170
4890,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,90.5561883,88.3304859,28330,35007
4891,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,MI,Computer Engineering,97.6387134,83.1461738,7082,50560
4892,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,95.0850751,82.4069575,14743,52778
4893,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,SC,Computer Engineering,91.4874509,87.3244115,25536,38025
4894,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Information Technology,91.4536974,87.5783283,25637,37264
4895,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Computer Engineering,91.1864731,87.0728364,26439,38780
4896,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,91.8979281,87.2542051,24305,38236
4897,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,MI-MH,Electronics and Telecommunication Engg,91.7615919,87.5783283,24714,37264
4898,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",MHT-CET,OPEN,Computer Engineering,93.6474925,86.8703589,19056,39388
4899,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,92.1444652,86.8356112,23565,39492
4900,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Computer Engineering,88.9608831,88.5350016,33116,34394
4901,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,89.978791,87.6520385,30062,37043
4902,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Information Technology,88.9608831,88.2419713,33116,35273
4903,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Computer Engineering,88.4857211,88.4857211,34541,34541
4904,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,93.4562615,85.6396122,19630,43080
4905,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,93.5685145,86.5576404,19293,40326
4906,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,92.361866,85.9566804,22913,42129
4907,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,90.7746979,85.4043578,27674,43786
4908,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,88.8543387,87.0240046,33436,38927
4909,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Computer Engineering,88.0563059,88.0563059,35830,35830
4910,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Computer Engineering,89.8095193,85.6396122,30570,43080
4911,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,91.0466821,86.2682985,26859,41194
4912,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Computer Engineering,89.407761,86.8132394,31775,39559
4913,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Information Technology,88.0916175,87.8843875,35724,36345
4914,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Information Technology,90.3656056,86.2044419,28902,41385
4915,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OPEN,Information Technology,94.4333712,86.5576404,16698,40326
4916,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Information Technology,87.9005604,87.9005604,36297,36297
4917,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Information Technology,87.9005604,87.9005604,36297,36297
4918,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,92.287017,84.2234647,23138,47328
4919,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,89.629736,85.606492,31109,43179
4920,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,ST,Computer Engineering,90.524615,84.9772018,28425,45067
4921,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,87.985064,87.5783283,36043,37264
4922,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Information Technology,89.4070809,86.3472937,31777,40957
4923,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Information Technology,87.6520385,87.6520385,37043,37043
4924,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Information Technology,87.6299679,87.6299679,37109,37109
4925,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OBC,Computer Engineering,89.5401523,86.2044419,31378,41385
4926,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Information Technology,87.6060476,87.6060476,37180,37180
4927,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Information Technology,88.9568225,86.2044419,33128,41385
4928,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Information Technology,88.3304859,87.2542051,35007,38236
4929,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,87.5451435,87.5451435,37363,37363
4930,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,ST,Information Technology,87.5451435,87.5451435,37363,37363
4931,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Information Technology,87.4346052,87.4346052,37695,37695
4932,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Computer Engineering,87.3244115,87.3244115,38025,38025
4933,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OPEN,Computer Engineering,89.4839384,84.9772018,31547,45067
4934,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,OPEN,Computer Engineering,91.2502999,84.9772018,26248,45067
